kbinact,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
111,92540.0,87460.0,87676.0,87788.0,87756.0,87588.0,87652.0,87812.0,87948.0,87856.0,92876.0,92792.0,92716.0,93044.0,92584.0,92340.0,92584.0,92528.0,92860.0,92716.0,87964.0,93264.0,92852.0,92760.0,92760.0,92672.0,92532.0,92884.0,92956.0,92788.0,92760.0,87804.0,92448.0,92840.0,92560.0,92856.0,92704.0,92656.0,92852.0,92512.0,92992.0,92472.0,87856.0,93108.0,92700.0,92496.0,92556.0,92656.0,92768.0,92640.0,92344.0,92748.0,92648.0,90728.0,92664.0,90608.0,90508.0,92548.0,88776.0,92352.0,90484.0,90508.0,92772.0,92456.0,92508.0,92712.0,92996.0,92492.0,92448.0,92640.0,92412.0,92508.0,92528.0,92616.0,92628.0,92752.0,90356.0,90288.0,90340.0,90488.0,90452.0,90188.0,90416.0,90292.0,90404.0,90180.0,90264.0,90304.0,90096.0,90232.0,90388.0,90312.0,90344.0,90272.0,90212.0,90184.0,90452.0,90376.0,90052.0,90076.0,90236.0,90568.0,90260.0,90368.0,90328.0,90332.0,90196.0,90388.0,90356.0,90272.0,90224.0,92888.0,92560.0,92676.0,92944.0,92948.0,92588.0,92660.0,92724.0,93120.0,92652.0,92604.0,92652.0,92876.0,92896.0,92772.0,92480.0,92672.0,92600.0,93036.0,92996.0,92812.0,92876.0,93180.0,93092.0,93080.0,92760.0,92772.0,92948.0,92904.0
112,92560.0,87476.0,87688.0,87808.0,87768.0,87600.0,87652.0,87824.0,87948.0,87868.0,92884.0,92804.0,92716.0,93056.0,92604.0,92356.0,92600.0,92540.0,92880.0,92728.0,87964.0,93276.0,92864.0,92784.0,92772.0,92672.0,92532.0,92904.0,92964.0,92800.0,92772.0,87804.0,92460.0,92860.0,92572.0,92876.0,92716.0,92656.0,92864.0,92512.0,92992.0,92472.0,87876.0,93140.0,92700.0,92504.0,92568.0,92664.0,92780.0,92652.0,92344.0,92760.0,92648.0,90748.0,92676.0,90608.0,90528.0,92560.0,88804.0,92372.0,90492.0,90520.0,92780.0,92456.0,92528.0,92720.0,92996.0,92508.0,92468.0,92656.0,92432.0,92536.0,92548.0,92636.0,92640.0,92752.0,90356.0,90304.0,90364.0,90488.0,90468.0,90204.0,90436.0,90292.0,90416.0,90192.0,90272.0,90312.0,90104.0,90232.0,90388.0,90324.0,90344.0,90296.0,90220.0,90184.0,90468.0,90376.0,90076.0,90096.0,90256.0,90568.0,90280.0,90368.0,90340.0,90344.0,90196.0,90388.0,90364.0,90272.0,90224.0,92888.0,92572.0,92684.0,92964.0,92956.0,92616.0,92676.0,92736.0,93140.0,92660.0,92616.0,92652.0,92888.0,92916.0,92792.0,92492.0,92684.0,92600.0,93052.0,93008.0,92832.0,92884.0,93192.0,93100.0,93092.0,92772.0,92772.0,92964.0,92904.0
113,92560.0,87508.0,87700.0,87808.0,87800.0,87640.0,87692.0,87836.0,87972.0,87896.0,92900.0,92812.0,92736.0,93064.0,92604.0,92356.0,92612.0,92548.0,92904.0,92728.0,87984.0,93288.0,92872.0,92812.0,92784.0,92692.0,92564.0,92932.0,92972.0,92808.0,92780.0,87824.0,92472.0,92868.0,92580.0,92904.0,92724.0,92676.0,92876.0,92548.0,93012.0,92504.0,87892.0,93156.0,92732.0,92528.0,92580.0,92688.0,92792.0,92660.0,92380.0,92768.0,92672.0,90772.0,92684.0,90644.0,90536.0,92560.0,88816.0,92388.0,90504.0,90528.0,92804.0,92476.0,92540.0,92732.0,93028.0,92548.0,92492.0,92664.0,92444.0,92536.0,92548.0,92636.0,92640.0,92780.0,90380.0,90304.0,90376.0,90508.0,90476.0,90204.0,90456.0,90324.0,90444.0,90216.0,90300.0,90340.0,90120.0,90252.0,90408.0,90332.0,90372.0,90324.0,90220.0,90204.0,90476.0,90400.0,90084.0,90096.0,90264.0,90588.0,90280.0,90400.0,90364.0,90344.0,90216.0,90408.0,90376.0,90292.0,90260.0,92916.0,92580.0,92700.0,92964.0,92956.0,92624.0,92692.0,92752.0,93140.0,92688.0,92636.0,92680.0,92904.0,92924.0,92808.0,92504.0,92692.0,92632.0,93060.0,93020.0,92832.0,92916.0,93192.0,93128.0,93096.0,92784.0,92804.0,92964.0,92928.0
114,92592.0,87508.0,87728.0,87840.0,87796.0,87636.0,87692.0,87864.0,87996.0,87900.0,92900.0,92836.0,92756.0,93088.0,92636.0,92388.0,92632.0,92576.0,92904.0,92760.0,88012.0,93320.0,92900.0,92808.0,92812.0,92716.0,92576.0,92936.0,93004.0,92828.0,92804.0,87852.0,92492.0,92888.0,92608.0,92912.0,92748.0,92708.0,92904.0,92548.0,93044.0,92520.0,87892.0,93156.0,92740.0,92540.0,92608.0,92700.0,92820.0,92688.0,92380.0,92788.0,92692.0,90780.0,92712.0,90648.0,90564.0,92596.0,88836.0,92408.0,90504.0,90556.0,92820.0,92500.0,92568.0,92768.0,93028.0,92556.0,92492.0,92684.0,92456.0,92560.0,92572.0,92660.0,92664.0,92780.0,90412.0,90336.0,90400.0,90536.0,90504.0,90236.0,90468.0,90332.0,90444.0,90216.0,90304.0,90348.0,90144.0,90276.0,90436.0,90360.0,90400.0,90328.0,90256.0,90204.0,90496.0,90428.0,90084.0,90100.0,90288.0,90612.0,90304.0,90408.0,90364.0,90384.0,90244.0,90436.0,90408.0,90312.0,90264.0,92936.0,92612.0,92720.0,92988.0,92992.0,92624.0,92704.0,92776.0,93172.0,92696.0,92640.0,92704.0,92920.0,92940.0,92828.0,92532.0,92704.0,92632.0,93092.0,93048.0,92864.0,92936.0,93224.0,93136.0,93128.0,92812.0,92816.0,93000.0,92948.0
115,92604.0,87524.0,87732.0,87840.0,87812.0,87660.0,87688.0,87864.0,88004.0,87900.0,92932.0,92844.0,92768.0,93096.0,92636.0,92404.0,92640.0,92580.0,92912.0,92776.0,88020.0,93316.0,92904.0,92832.0,92812.0,92728.0,92576.0,92952.0,93004.0,92844.0,92816.0,87860.0,92492.0,92904.0,92616.0,92908.0,92756.0,92708.0,92908.0,92568.0,93044.0,92520.0,87900.0,93176.0,92752.0,92552.0,92612.0,92700.0,92820.0,92696.0,92388.0,92804.0,92704.0,90796.0,92720.0,90660.0,90560.0,92604.0,88836.0,92408.0,90532.0,90564.0,92832.0,92512.0,92568.0,92760.0,93052.0,92556.0,92512.0,92692.0,92472.0,92576.0,92592.0,92688.0,92684.0,92808.0,90412.0,90348.0,90400.0,90544.0,90508.0,90240.0,90468.0,90344.0,90460.0,90232.0,90304.0,90356.0,90152.0,90284.0,90440.0,90364.0,90400.0,90328.0,90260.0,90232.0,90512.0,90432.0,90112.0,90120.0,90296.0,90624.0,90324.0,90424.0,90364.0,90384.0,90252.0,90444.0,90416.0,90316.0,90264.0,92940.0,92616.0,92720.0,93000.0,93004.0,92652.0,92716.0,92776.0,93184.0,92708.0,92640.0,92704.0,92928.0,92940.0,92840.0,92532.0,92720.0,92656.0,93092.0,93048.0,92876.0,92940.0,93232.0,93148.0,93128.0,92812.0,92816.0,93000.0,92956.0
116,92616.0,87532.0,87744.0,87864.0,87812.0,87660.0,87716.0,87888.0,88016.0,87920.0,92932.0,92860.0,92780.0,93112.0,92660.0,92412.0,92652.0,92596.0,92936.0,92784.0,88032.0,93332.0,92904.0,92832.0,92828.0,92740.0,92596.0,92960.0,93020.0,92856.0,92824.0,87872.0,92512.0,92912.0,92628.0,92932.0,92772.0,92712.0,92920.0,92576.0,93060.0,92536.0,87928.0,93184.0,92756.0,92560.0,92624.0,92720.0,92836.0,92708.0,92400.0,92816.0,92712.0,90804.0,92732.0,90660.0,90584.0,92616.0,88856.0,92428.0,90544.0,90564.0,92832.0,92524.0,92568.0,92776.0,93052.0,92564.0,92524.0,92692.0,92484.0,92596.0,92592.0,92692.0,92684.0,92808.0,90420.0,90360.0,90416.0,90556.0,90520.0,90248.0,90488.0,90344.0,90468.0,90240.0,90324.0,90356.0,90164.0,90296.0,90440.0,90380.0,90412.0,90340.0,90276.0,90240.0,90516.0,90440.0,90112.0,90128.0,90308.0,90636.0,90332.0,90424.0,90388.0,90380.0,90268.0,90456.0,90432.0,90336.0,90276.0,92956.0,92628.0,92740.0,93016.0,93004.0,92664.0,92724.0,92792.0,93196.0,92708.0,92668.0,92720.0,92944.0,92972.0,92848.0,92548.0,92720.0,92656.0,93096.0,93064.0,92888.0,92940.0,93244.0,93148.0,93144.0,92812.0,92824.0,93016.0,92956.0
117,92616.0,87560.0,87744.0,87864.0,87848.0,87664.0,87716.0,87888.0,88016.0,87940.0,92952.0,92868.0,92788.0,93120.0,92660.0,92412.0,92652.0,92596.0,92964.0,92792.0,88040.0,93340.0,92928.0,92864.0,92836.0,92748.0,92612.0,92976.0,93028.0,92864.0,92836.0,87872.0,92512.0,92924.0,92628.0,92932.0,92780.0,92732.0,92928.0,92592.0,93068.0,92556.0,87928.0,93200.0,92764.0,92588.0,92632.0,92740.0,92844.0,92716.0,92436.0,92816.0,92728.0,90804.0,92740.0,90684.0,90592.0,92624.0,88856.0,92428.0,90552.0,90584.0,92852.0,92524.0,92592.0,92776.0,93072.0,92576.0,92524.0,92720.0,92500.0,92596.0,92612.0,92692.0,92716.0,92836.0,90420.0,90368.0,90416.0,90556.0,90532.0,90248.0,90504.0,90368.0,90488.0,90240.0,90324.0,90380.0,90176.0,90296.0,90456.0,90388.0,90424.0,90348.0,90284.0,90240.0,90532.0,90440.0,90128.0,90140.0,90320.0,90636.0,90340.0,90448.0,90408.0,90408.0,90276.0,90456.0,90432.0,90348.0,90288.0,92972.0,92636.0,92752.0,93032.0,93024.0,92680.0,92744.0,92800.0,93196.0,92732.0,92688.0,92720.0,92952.0,92972.0,92860.0,92556.0,92744.0,92688.0,93116.0,93072.0,92888.0,92952.0,93252.0,93172.0,93152.0,92836.0,92848.0,93024.0,92976.0
118,92640.0,87568.0,87772.0,87888.0,87852.0,87688.0,87736.0,87908.0,88044.0,87952.0,92968.0,92888.0,92788.0,93136.0,92680.0,92440.0,92676.0,92620.0,92968.0,92820.0,88068.0,93356.0,92944.0,92876.0,92852.0,92776.0,92612.0,92992.0,93044.0,92880.0,92848.0,87896.0,92540.0,92924.0,92652.0,92960.0,92796.0,92732.0,92948.0,92608.0,93096.0,92556.0,87952.0,93216.0,92788.0,92592.0,92652.0,92740.0,92860.0,92744.0,92436.0,92840.0,92728.0,90828.0,92740.0,90700.0,90604.0,92624.0,88884.0,92456.0,90568.0,90600.0,92872.0,92548.0,92604.0,92800.0,93072.0,92592.0,92544.0,92720.0,92516.0,92624.0,92632.0,92716.0,92716.0,92836.0,90444.0,90384.0,90440.0,90576.0,90548.0,90276.0,90520.0,90368.0,90500.0,90272.0,90352.0,90396.0,90192.0,90316.0,90456.0,90388.0,90440.0,90380.0,90300.0,90268.0,90548.0,90464.0,90156.0,90168.0,90336.0,90660.0,90360.0,90448.0,90420.0,90428.0,90276.0,90476.0,90440.0,90348.0,90316.0,92972.0,92652.0,92764.0,93048.0,93040.0,92696.0,92760.0,92824.0,93220.0,92740.0,92692.0,92736.0,92976.0,92996.0,92876.0,92576.0,92760.0,92688.0,93132.0,93088.0,92908.0,92988.0,93272.0,93172.0,93168.0,92856.0,92848.0,93044.0,93004.0
119,92640.0,87580.0,87784.0,87888.0,87864.0,87696.0,87764.0,87932.0,88056.0,87952.0,92984.0,92892.0,92820.0,93140.0,92680.0,92440.0,92692.0,92636.0,92976.0,92824.0,88072.0,93372.0,92944.0,92884.0,92868.0,92780.0,92640.0,93004.0,93060.0,92888.0,92868.0,87912.0,92556.0,92948.0,92652.0,92960.0,92804.0,92756.0,92960.0,92620.0,93096.0,92580.0,87952.0,93228.0,92796.0,92592.0,92664.0,92764.0,92860.0,92748.0,92456.0,92840.0,92756.0,90856.0,92764.0,90712.0,90616.0,92656.0,88900.0,92472.0,90584.0,90600.0,92884.0,92548.0,92604.0,92816.0,93100.0,92624.0,92560.0,92748.0,92524.0,92624.0,92636.0,92716.0,92712.0,92856.0,90444.0,90400.0,90468.0,90592.0,90556.0,90288.0,90532.0,90396.0,90512.0,90284.0,90352.0,90396.0,90208.0,90340.0,90488.0,90420.0,90456.0,90380.0,90300.0,90276.0,90548.0,90464.0,90156.0,90168.0,90352.0,90676.0,90360.0,90456.0,90432.0,90440.0,90304.0,90496.0,90464.0,90372.0,90340.0,92996.0,92668.0,92764.0,93056.0,93056.0,92704.0,92768.0,92832.0,93220.0,92740.0,92704.0,92760.0,92976.0,93004.0,92892.0,92588.0,92768.0,92708.0,93148.0,93104.0,92932.0,92992.0,93272.0,93200.0,93184.0,92868.0,92880.0,93056.0,93008.0
120,92668.0,87580.0,87796.0,87908.0,87876.0,87712.0,87756.0,87944.0,88056.0,87976.0,92992.0,92912.0,92820.0,93152.0,92708.0,92468.0,92692.0,92636.0,92976.0,92836.0,88084.0,93384.0,92972.0,92884.0,92880.0,92792.0,92656.0,93012.0,93072.0,92908.0,92880.0,87912.0,92556.0,92968.0,92680.0,92988.0,92824.0,92776.0,92960.0,92632.0,93108.0,92596.0,87984.0,93240.0,92808.0,92616.0,92664.0,92764.0,92888.0,92748.0,92456.0,92868.0,92768.0,90860.0,92764.0,90720.0,90644.0,92668.0,88900.0,92480.0,90584.0,90624.0,92884.0,92576.0,92632.0,92816.0,93100.0,92628.0,92560.0,92748.0,92524.0,92640.0,92660.0,92744.0,92748.0,92856.0,90472.0,90400.0,90472.0,90592.0,90572.0,90304.0,90552.0,90404.0,90524.0,90292.0,90380.0,90420.0,90216.0,90348.0,90488.0,90432.0,90456.0,90400.0,90328.0,90276.0,90572.0,90488.0,90176.0,90172.0,90364.0,90688.0,90388.0,90484.0,90432.0,90440.0,90320.0,90496.0,90464.0,90384.0,90332.0,93008.0,92680.0,92792.0,93068.0,93056.0,92716.0,92768.0,92844.0,93248.0,92768.0,92724.0,92760.0,92996.0,93032.0,92904.0,92600.0,92768.0,92708.0,93160.0,93116.0,92940.0,93004.0,93296.0,93200.0,93196.0,92880.0,92880.0,93064.0,93008.0
121,92684.0,87600.0,87808.0,87924.0,87888.0,87720.0,87784.0,87956.0,88080.0,87976.0,93004.0,92924.0,92848.0,93160.0,92720.0,92476.0,92720.0,92656.0,93000.0,92836.0,88084.0,93392.0,92984.0,92908.0,92892.0,92792.0,92664.0,93024.0,93084.0,92920.0,92896.0,87940.0,92568.0,92968.0,92700.0,92984.0,92840.0,92776.0,92988.0,92644.0,93108.0,92604.0,87984.0,93252.0,92816.0,92628.0,92688.0,92788.0,92900.0,92780.0,92464.0,92884.0,92780.0,90860.0,92792.0,90736.0,90636.0,92680.0,88924.0,92496.0,90616.0,90624.0,92904.0,92592.0,92644.0,92840.0,93120.0,92628.0,92572.0,92768.0,92548.0,92640.0,92664.0,92744.0,92760.0,92880.0,90480.0,90428.0,90484.0,90608.0,90580.0,90304.0,90556.0,90420.0,90536.0,90308.0,90392.0,90436.0,90228.0,90348.0,90516.0,90440.0,90484.0,90400.0,90328.0,90304.0,90588.0,90508.0,90192.0,90192.0,90364.0,90704.0,90388.0,90500.0,90444.0,90452.0,90320.0,90520.0,90496.0,90400.0,90340.0,93020.0,92692.0,92808.0,93076.0,93080.0,92716.0,92792.0,92852.0,93260.0,92784.0,92724.0,92768.0,93008.0,93040.0,92916.0,92612.0,92800.0,92732.0,93168.0,93124.0,92940.0,93016.0,93312.0,93224.0,93208.0,92880.0,92904.0,93076.0,93036.0
122,92692.0,87620.0,87820.0,87936.0,87888.0,87732.0,87796.0,87968.0,88080.0,88000.0,93012.0,92936.0,92856.0,93172.0,92732.0,92488.0,92728.0,92672.0,93008.0,92860.0,88108.0,93408.0,92996.0,92916.0,92904.0,92816.0,92672.0,93032.0,93084.0,92932.0,92904.0,87948.0,92588.0,92992.0,92704.0,93008.0,92852.0,92800.0,92996.0,92652.0,93132.0,92616.0,88004.0,93260.0,92824.0,92636.0,92700.0,92788.0,92900.0,92784.0,92476.0,92892.0,92788.0,90880.0,92808.0,90736.0,90664.0,92692.0,88924.0,92504.0,90620.0,90648.0,92912.0,92600.0,92644.0,92840.0,93120.0,92640.0,92588.0,92788.0,92564.0,92668.0,92664.0,92768.0,92760.0,92900.0,90496.0,90436.0,90496.0,90620.0,90592.0,90328.0,90564.0,90428.0,90548.0,90316.0,90400.0,90444.0,90236.0,90372.0,90524.0,90452.0,90492.0,90412.0,90352.0,90304.0,90596.0,90512.0,90192.0,90200.0,90384.0,90712.0,90404.0,90508.0,90452.0,90476.0,90340.0,90532.0,90508.0,90400.0,90356.0,93020.0,92704.0,92808.0,93096.0,93088.0,92748.0,92808.0,92868.0,93272.0,92792.0,92732.0,92804.0,93020.0,93048.0,92924.0,92624.0,92812.0,92748.0,93184.0,93140.0,92964.0,93028.0,93320.0,93232.0,93220.0,92904.0,92900.0,93088.0,93040.0
123,92700.0,87632.0,87832.0,87944.0,87904.0,87748.0,87816.0,87988.0,88104.0,88020.0,93028.0,92944.0,92864.0,93180.0,92740.0,92496.0,92736.0,92672.0,93028.0,92868.0,88116.0,93416.0,92996.0,92944.0,92912.0,92824.0,92696.0,93052.0,93104.0,92940.0,92912.0,87948.0,92604.0,93000.0,92712.0,93008.0,92860.0,92808.0,92996.0,92676.0,93132.0,92616.0,88004.0,93284.0,92848.0,92664.0,92712.0,92820.0,92920.0,92784.0,92508.0,92892.0,92816.0,90880.0,92816.0,90768.0,90664.0,92692.0,88960.0,92520.0,90620.0,90656.0,92940.0,92600.0,92664.0,92860.0,93152.0,92648.0,92596.0,92796.0,92572.0,92668.0,92688.0,92776.0,92784.0,92900.0,90504.0,90444.0,90508.0,90628.0,90600.0,90328.0,90588.0,90456.0,90568.0,90340.0,90428.0,90472.0,90252.0,90380.0,90532.0,90460.0,90500.0,90424.0,90360.0,90328.0,90604.0,90524.0,90216.0,90216.0,90392.0,90712.0,90412.0,90524.0,90488.0,90484.0,90348.0,90540.0,90508.0,90424.0,90364.0,93048.0,92708.0,92832.0,93104.0,93104.0,92748.0,92808.0,92884.0,93280.0,92792.0,92760.0,92812.0,93036.0,93052.0,92924.0,92628.0,92820.0,92764.0,93192.0,93148.0,92972.0,93036.0,93328.0,93256.0,93228.0,92912.0,92936.0,93096.0,93048.0
124,92728.0,87640.0,87852.0,87972.0,87928.0,87764.0,87816.0,87996.0,88124.0,88028.0,93028.0,92960.0,92888.0,93196.0,92764.0,92520.0,92760.0,92696.0,93028.0,92896.0,88144.0,93440.0,93024.0,92948.0,92936.0,92852.0,92696.0,93052.0,93128.0,92956.0,92932.0,87980.0,92604.0,93000.0,92740.0,93040.0,92876.0,92836.0,93028.0,92684.0,93164.0,92644.0,88036.0,93292.0,92856.0,92668.0,92732.0,92820.0,92944.0,92812.0,92508.0,92916.0,92820.0,90912.0,92816.0,90768.0,90688.0,92724.0,88952.0,92536.0,90652.0,90680.0,92944.0,92632.0,92688.0,92884.0,93152.0,92680.0,92624.0,92796.0,92588.0,92692.0,92700.0,92792.0,92784.0,92924.0,90532.0,90468.0,90508.0,90656.0,90620.0,90356.0,90588.0,90460.0,90576.0,90348.0,90432.0,90476.0,90268.0,90408.0,90560.0,90484.0,90528.0,90452.0,90380.0,90328.0,90632.0,90524.0,90228.0,90220.0,90416.0,90744.0,90432.0,90540.0,90488.0,90508.0,90348.0,90568.0,90516.0,90440.0,90380.0,93048.0,92736.0,92832.0,93120.0,93120.0,92772.0,92832.0,92900.0,93304.0,92824.0,92760.0,92828.0,93052.0,93068.0,92956.0,92652.0,92836.0,92764.0,93216.0,93172.0,93000.0,93060.0,93356.0,93264.0,93252.0,92940.0,92932.0,93120.0,93076.0
125,92732.0,87660.0,87860.0,87976.0,87928.0,87772.0,87820.0,88016.0,88132.0,88028.0,93064.0,92976.0,92896.0,93212.0,92764.0,92520.0,92768.0,92704.0,93036.0,92900.0,88148.0,93448.0,93024.0,92948.0,92944.0,92856.0,92716.0,93072.0,93136.0,92972.0,92936.0,87988.0,92632.0,93032.0,92744.0,93064.0,92892.0,92840.0,93036.0,92700.0,93168.0,92644.0,88036.0,93308.0,92872.0,92680.0,92740.0,92844.0,92952.0,92820.0,92536.0,92916.0,92820.0,90912.0,92848.0,90792.0,90704.0,92724.0,88964.0,92548.0,90660.0,90680.0,92944.0,92632.0,92688.0,92892.0,93180.0,92700.0,92648.0,92804.0,92600.0,92700.0,92720.0,92792.0,92816.0,92932.0,90536.0,90468.0,90536.0,90660.0,90632.0,90356.0,90616.0,90472.0,90596.0,90364.0,90432.0,90476.0,90280.0,90412.0,90564.0,90492.0,90532.0,90452.0,90380.0,90356.0,90636.0,90552.0,90228.0,90236.0,90424.0,90744.0,90444.0,90556.0,90516.0,90508.0,90376.0,90572.0,90532.0,90440.0,90396.0,93072.0,92744.0,92856.0,93120.0,93120.0,92780.0,92848.0,92908.0,93312.0,92824.0,92796.0,92836.0,93060.0,93084.0,92972.0,92660.0,92836.0,92784.0,93224.0,93180.0,93004.0,93068.0,93360.0,93264.0,93256.0,92944.0,92964.0,93128.0,93080.0
126,92752.0,87664.0,87880.0,87996.0,87948.0,87804.0,87848.0,88024.0,88152.0,88052.0,93064.0,92992.0,92896.0,93228.0,92788.0,92544.0,92788.0,92704.0,93056.0,92920.0,88148.0,93448.0,93052.0,92956.0,92960.0,92872.0,92728.0,93084.0,93152.0,92988.0,92964.0,87988.0,92652.0,93048.0,92760.0,93064.0,92908.0,92840.0,93056.0,92712.0,93184.0,92668.0,88064.0,93324.0,92872.0,92696.0,92740.0,92856.0,92972.0,92832.0,92544.0,92948.0,92844.0,90936.0,92860.0,90800.0,90704.0,92748.0,88992.0,92564.0,90680.0,90708.0,92972.0,92652.0,92716.0,92912.0,93180.0,92712.0,92656.0,92832.0,92616.0,92728.0,92736.0,92820.0,92824.0,92960.0,90552.0,90496.0,90548.0,90676.0,90648.0,90384.0,90620.0,90476.0,90600.0,90372.0,90452.0,90500.0,90296.0,90428.0,90580.0,90508.0,90548.0,90480.0,90404.0,90356.0,90652.0,90572.0,90264.0,90256.0,90424.0,90768.0,90460.0,90564.0,90524.0,90516.0,90392.0,90588.0,90548.0,90472.0,90424.0,93092.0,92760.0,92868.0,93144.0,93148.0,92808.0,92848.0,92924.0,93328.0,92848.0,92804.0,92852.0,93076.0,93084.0,92972.0,92676.0,92868.0,92800.0,93240.0,93196.0,93020.0,93088.0,93360.0,93292.0,93276.0,92964.0,92964.0,93148.0,93080.0
127,92756.0,87684.0,87880.0,87996.0,87960.0,87804.0,87856.0,88024.0,88156.0,88064.0,93080.0,93000.0,92920.0,93236.0,92788.0,92544.0,92788.0,92728.0,93064.0,92920.0,88176.0,93468.0,93060.0,92984.0,92960.0,92872.0,92728.0,93084.0,93160.0,92996.0,92972.0,88012.0,92652.0,93048.0,92760.0,93064.0,92916.0,92864.0,93060.0,92712.0,93192.0,92668.0,88068.0,93316.0,92888.0,92704.0,92764.0,92860.0,92972.0,92844.0,92544.0,92948.0,92844.0,90944.0,92872.0,90820.0,90720.0,92756.0,88992.0,92572.0,90684.0,90708.0,92980.0,92664.0,92716.0,92912.0,93196.0,92712.0,92656.0,92856.0,92628.0,92732.0,92740.0,92836.0,92836.0,92964.0,90552.0,90496.0,90556.0,90684.0,90652.0,90384.0,90620.0,90492.0,90612.0,90380.0,90452.0,90500.0,90304.0,90428.0,90580.0,90516.0,90548.0,90480.0,90404.0,90384.0,90656.0,90572.0,90264.0,90284.0,90444.0,90776.0,90464.0,90572.0,90524.0,90540.0,90392.0,90596.0,90568.0,90480.0,90436.0,93104.0,92768.0,92868.0,93160.0,93156.0,92812.0,92880.0,92932.0,93336.0,92856.0,92808.0,92868.0,93084.0,93108.0,92992.0,92684.0,92876.0,92812.0,93248.0,93204.0,93020.0,93096.0,93384.0,93296.0,93280.0,92964.0,92980.0,93152.0,93100.0
128,92764.0,87700.0,87892.0,88012.0,87984.0,87808.0,87884.0,88056.0,88164.0,88084.0,93092.0,93008.0,92920.0,93244.0,92804.0,92560.0,92800.0,92740.0,93068.0,92928.0,88180.0,93472.0,93060.0,93000.0,92972.0,92884.0,92760.0,93108.0,93168.0,93004.0,92976.0,88012.0,92668.0,93064.0,92776.0,93092.0,92920.0,92872.0,93060.0,92740.0,93200.0,92700.0,88088.0,93344.0,92908.0,92724.0,92776.0,92880.0,92984.0,92844.0,92560.0,92964.0,92864.0,90964.0,92872.0,90820.0,90736.0,92764.0,89000.0,92584.0,90684.0,90720.0,93000.0,92664.0,92724.0,92920.0,93224.0,92716.0,92664.0,92856.0,92636.0,92740.0,92748.0,92844.0,92836.0,92976.0,90568.0,90508.0,90564.0,90692.0,90664.0,90400.0,90652.0,90508.0,90636.0,90408.0,90480.0,90528.0,90312.0,90448.0,90596.0,90524.0,90564.0,90512.0,90420.0,90392.0,90668.0,90588.0,90284.0,90284.0,90444.0,90776.0,90472.0,90572.0,90556.0,90540.0,90404.0,90596.0,90576.0,90488.0,90432.0,93112.0,92776.0,92892.0,93160.0,93168.0,92820.0,92888.0,92948.0,93344.0,92872.0,92808.0,92876.0,93084.0,93116.0,93004.0,92692.0,92884.0,92812.0,93256.0,93208.0,93040.0,93096.0,93384.0,93316.0,93288.0,92976.0,92988.0,93164.0,93104.0
