kbactive,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
181,45412.0,42476.0,43380.0,43076.0,43164.0,42936.0,42336.0,42820.0,43504.0,42916.0,43256.0,43368.0,42880.0,43516.0,43864.0,42856.0,43852.0,40464.0,43532.0,43700.0,43544.0,43752.0,43684.0,43916.0,46256.0,43568.0,43880.0,43704.0,44244.0,43460.0,43260.0,42368.0,42868.0,43772.0,43264.0,43964.0,43716.0,43528.0,43768.0,43308.0,44836.0,43500.0,42856.0,44964.0,43108.0,43428.0,43156.0,44492.0,46192.0,42816.0,42360.0,46056.0,42596.0,43140.0,44356.0,43240.0,43056.0,42980.0,42744.0,43136.0,43112.0,43192.0,42992.0,42672.0,43832.0,43504.0,42604.0,43188.0,43304.0,43416.0,43324.0,43992.0,43328.0,42956.0,42544.0,43116.0,44800.0,45188.0,45356.0,45944.0,45688.0,45520.0,45756.0,45892.0,45352.0,45184.0,44732.0,44920.0,45840.0,45628.0,45080.0,45496.0,45456.0,44500.0,44532.0,45944.0,45396.0,45840.0,45880.0,45800.0,45268.0,45312.0,45556.0,45492.0,45088.0,45084.0,45556.0,45112.0,45164.0,45472.0,45448.0,44196.0,43152.0,43400.0,44292.0,43720.0,43092.0,43436.0,44120.0,43732.0,43824.0,43356.0,43552.0,44072.0,43700.0,43172.0,43828.0,43952.0,43820.0,42972.0,43048.0,44476.0,43996.0,43024.0,43748.0,43208.0,43084.0,43200.0,43192.0,44116.0
182,45404.0,42484.0,43388.0,43092.0,43164.0,42936.0,42352.0,42836.0,43504.0,42932.0,43264.0,43368.0,42872.0,43536.0,43884.0,42856.0,43852.0,40472.0,43548.0,43716.0,43560.0,43772.0,43692.0,43924.0,46264.0,43576.0,43888.0,43712.0,44244.0,43460.0,43252.0,42368.0,42884.0,43772.0,43272.0,43976.0,43724.0,43536.0,43776.0,43324.0,44852.0,43508.0,42868.0,44964.0,43108.0,43436.0,43172.0,44500.0,46208.0,42812.0,42376.0,46064.0,42604.0,43148.0,44352.0,43240.0,43052.0,42988.0,42752.0,43144.0,43120.0,43204.0,43000.0,42664.0,43848.0,43504.0,42612.0,43200.0,43304.0,43416.0,43328.0,44008.0,43328.0,42972.0,42544.0,43108.0,44808.0,45196.0,45364.0,45952.0,45688.0,45528.0,45764.0,45900.0,45360.0,45196.0,44744.0,44920.0,45848.0,45624.0,45096.0,45504.0,45456.0,44508.0,44532.0,45952.0,45412.0,45844.0,45872.0,45784.0,45280.0,45320.0,45560.0,45500.0,45100.0,45072.0,45564.0,45104.0,45172.0,45480.0,45456.0,44208.0,43168.0,43408.0,44292.0,43728.0,43100.0,43448.0,44136.0,43724.0,43832.0,43356.0,43564.0,44072.0,43696.0,43180.0,43836.0,43952.0,43828.0,42980.0,43056.0,44468.0,43996.0,43032.0,43760.0,43216.0,43080.0,43208.0,43212.0,44116.0
183,45404.0,42492.0,43388.0,43100.0,43180.0,42948.0,42368.0,42844.0,43520.0,42940.0,43272.0,43388.0,42880.0,43536.0,43892.0,42856.0,43864.0,40472.0,43548.0,43724.0,43568.0,43772.0,43696.0,43924.0,46264.0,43584.0,43896.0,43720.0,44252.0,43476.0,43260.0,42384.0,42884.0,43792.0,43280.0,43984.0,43732.0,43552.0,43776.0,43332.0,44852.0,43516.0,42868.0,44972.0,43120.0,43444.0,43180.0,44508.0,46208.0,42820.0,42384.0,46064.0,42612.0,43148.0,44360.0,43256.0,43060.0,42988.0,42752.0,43144.0,43128.0,43212.0,43008.0,42672.0,43848.0,43524.0,42620.0,43200.0,43320.0,43432.0,43336.0,44008.0,43340.0,42972.0,42560.0,43108.0,44820.0,45208.0,45364.0,45960.0,45704.0,45536.0,45772.0,45900.0,45368.0,45204.0,44752.0,44940.0,45856.0,45636.0,45104.0,45504.0,45464.0,44516.0,44548.0,45960.0,45420.0,45852.0,45880.0,45792.0,45288.0,45328.0,45560.0,45508.0,45112.0,45088.0,45572.0,45104.0,45172.0,45488.0,45464.0,44216.0,43176.0,43416.0,44308.0,43736.0,43100.0,43456.0,44136.0,43724.0,43832.0,43372.0,43564.0,44088.0,43708.0,43192.0,43836.0,43968.0,43836.0,42996.0,43076.0,44468.0,44012.0,43040.0,43768.0,43224.0,43088.0,43220.0,43220.0,44124.0
184,45420.0,42500.0,43404.0,43108.0,43188.0,42960.0,42376.0,42844.0,43520.0,42948.0,43280.0,43404.0,42888.0,43552.0,43900.0,42872.0,43876.0,40488.0,43564.0,43724.0,43568.0,43780.0,43708.0,43940.0,46280.0,43584.0,43904.0,43720.0,44268.0,43476.0,43268.0,42392.0,42900.0,43804.0,43280.0,43984.0,43732.0,43552.0,43792.0,43340.0,44872.0,43524.0,42884.0,44984.0,43120.0,43452.0,43180.0,44516.0,46224.0,42828.0,42392.0,46080.0,42620.0,43164.0,44360.0,43256.0,43060.0,43004.0,42768.0,43160.0,43136.0,43220.0,43020.0,42672.0,43864.0,43528.0,42628.0,43216.0,43332.0,43440.0,43344.0,44024.0,43348.0,42992.0,42560.0,43124.0,44824.0,45216.0,45380.0,45968.0,45712.0,45544.0,45772.0,45916.0,45376.0,45212.0,44760.0,44948.0,45868.0,45636.0,45112.0,45520.0,45472.0,44532.0,44556.0,45968.0,45420.0,45860.0,45888.0,45812.0,45296.0,45336.0,45580.0,45516.0,45112.0,45096.0,45580.0,45120.0,45184.0,45496.0,45472.0,44224.0,43176.0,43424.0,44316.0,43744.0,43116.0,43460.0,44144.0,43740.0,43848.0,43372.0,43584.0,44100.0,43716.0,43196.0,43844.0,43976.0,43844.0,42996.0,43084.0,44484.0,44020.0,43048.0,43780.0,43232.0,43096.0,43228.0,43232.0,44124.0
185,45420.0,42512.0,43412.0,43116.0,43200.0,42960.0,42376.0,42864.0,43536.0,42948.0,43296.0,43412.0,42888.0,43568.0,43900.0,42872.0,43876.0,40496.0,43564.0,43740.0,43584.0,43804.0,43708.0,43940.0,46288.0,43600.0,43912.0,43740.0,44276.0,43496.0,43276.0,42400.0,42916.0,43816.0,43296.0,43996.0,43740.0,43568.0,43800.0,43352.0,44880.0,43532.0,42884.0,45000.0,43140.0,43460.0,43196.0,44524.0,46224.0,42836.0,42404.0,46080.0,42628.0,43164.0,44376.0,43276.0,43076.0,43004.0,42776.0,43168.0,43144.0,43232.0,43020.0,42688.0,43864.0,43536.0,42644.0,43228.0,43344.0,43440.0,43352.0,44032.0,43356.0,43000.0,42572.0,43132.0,44832.0,45224.0,45388.0,45976.0,45712.0,45552.0,45792.0,45924.0,45388.0,45224.0,44768.0,44956.0,45880.0,45656.0,45124.0,45528.0,45480.0,44532.0,44556.0,45976.0,45436.0,45868.0,45888.0,45812.0,45308.0,45344.0,45580.0,45528.0,45136.0,45104.0,45580.0,45128.0,45200.0,45504.0,45480.0,44224.0,43184.0,43436.0,44324.0,43752.0,43124.0,43468.0,44160.0,43748.0,43848.0,43380.0,43592.0,44100.0,43724.0,43204.0,43860.0,43976.0,43844.0,43004.0,43092.0,44492.0,44032.0,43056.0,43788.0,43240.0,43104.0,43236.0,43232.0,44140.0
186,45436.0,43708.0,43424.0,43124.0,44460.0,44268.0,43644.0,44136.0,43548.0,44188.0,55092.0,43412.0,42908.0,43580.0,43920.0,42892.0,43892.0,40496.0,44776.0,43752.0,43584.0,43804.0,43724.0,45136.0,46288.0,43612.0,45128.0,45008.0,44276.0,43508.0,43284.0,42400.0,42920.0,43816.0,43308.0,45216.0,43740.0,43568.0,43812.0,44564.0,44892.0,44804.0,44304.0,46232.0,44400.0,44692.0,43208.0,45768.0,46244.0,42844.0,43596.0,46100.0,54484.0,44372.0,44384.0,44592.0,43076.0,43024.0,54556.0,44468.0,43144.0,43232.0,44492.0,42696.0,43884.0,43548.0,43820.0,55088.0,44620.0,43460.0,43364.0,44032.0,43368.0,43008.0,43904.0,43132.0,44844.0,45236.0,46632.0,45988.0,45732.0,45564.0,47004.0,47308.0,46604.0,46588.0,46180.0,46424.0,57536.0,45664.0,45124.0,45540.0,45480.0,55752.0,44580.0,45988.0,45448.0,45880.0,45904.0,45816.0,45320.0,45360.0,45600.0,54796.0,54356.0,45104.0,45600.0,45140.0,45212.0,45516.0,53444.0,44244.0,43204.0,44708.0,44336.0,44940.0,43124.0,44880.0,44172.0,43760.0,45156.0,54996.0,43592.0,44116.0,43724.0,54976.0,43860.0,43996.0,55764.0,43004.0,43104.0,44504.0,44044.0,43068.0,54608.0,43252.0,43104.0,53860.0,43252.0,44140.0
187,46624.0,42532.0,44712.0,44312.0,43224.0,42996.0,42412.0,42876.0,44776.0,42980.0,43336.0,54512.0,54760.0,53624.0,53580.0,50844.0,43900.0,41788.0,43600.0,45040.0,44860.0,45012.0,44996.0,43972.0,47580.0,44900.0,43936.0,43748.0,45540.0,44740.0,43296.0,43636.0,42928.0,43844.0,44568.0,44012.0,45020.0,44868.0,45024.0,43360.0,46076.0,43552.0,42904.0,45016.0,43180.0,43500.0,44468.0,44564.0,47448.0,44060.0,42420.0,57952.0,42648.0,43196.0,56240.0,43296.0,44268.0,54820.0,42796.0,43180.0,54952.0,55092.0,43052.0,54552.0,45284.0,45088.0,42684.0,43244.0,43360.0,55328.0,54404.0,55840.0,55172.0,54864.0,42600.0,54944.0,46056.0,57088.0,45428.0,57844.0,46952.0,46972.0,45808.0,45944.0,45404.0,45240.0,44788.0,44968.0,45900.0,57436.0,56932.0,57384.0,56840.0,44580.0,55556.0,55044.0,45456.0,54540.0,54792.0,54888.0,46476.0,55280.0,55344.0,45544.0,45144.0,53204.0,55736.0,55648.0,53620.0,53504.0,45520.0,45792.0,44460.0,43464.0,45632.0,43776.0,44544.0,43492.0,45376.0,55556.0,43876.0,43408.0,54964.0,55828.0,55448.0,43228.0,54116.0,55596.0,43872.0,55876.0,54640.0,55984.0,55192.0,54108.0,43812.0,54348.0,54100.0,43256.0,54084.0,55948.0
188,45464.0,42540.0,43444.0,43152.0,43224.0,42996.0,42408.0,42892.0,43568.0,42988.0,43320.0,43440.0,42916.0,43596.0,43940.0,42916.0,43908.0,40524.0,43600.0,43772.0,43608.0,43836.0,43748.0,43984.0,46316.0,43628.0,43944.0,43764.0,44308.0,43524.0,43304.0,42432.0,42936.0,43852.0,43328.0,44028.0,43776.0,43600.0,43828.0,43372.0,44908.0,43560.0,42920.0,45016.0,43168.0,43488.0,43224.0,44556.0,46260.0,42864.0,42424.0,46116.0,42660.0,43204.0,44404.0,43296.0,43108.0,43044.0,42812.0,43200.0,43172.0,43256.0,43064.0,42708.0,43904.0,43564.0,42668.0,43256.0,43368.0,43484.0,43384.0,44068.0,43392.0,43032.0,42600.0,43156.0,44868.0,45252.0,45416.0,46008.0,45748.0,45584.0,45816.0,45944.0,45412.0,45248.0,44788.0,44984.0,45900.0,45676.0,45144.0,45560.0,45500.0,44564.0,44600.0,46008.0,45468.0,45900.0,45936.0,45844.0,45340.0,45368.0,45624.0,45552.0,45156.0,45132.0,45620.0,45156.0,45228.0,45540.0,45512.0,44260.0,43220.0,43464.0,44344.0,43784.0,43152.0,43500.0,44188.0,43776.0,43884.0,43408.0,43624.0,44124.0,43752.0,43236.0,43888.0,44004.0,43880.0,43024.0,43120.0,44520.0,44064.0,43084.0,43824.0,43268.0,43136.0,43264.0,43268.0,44160.0
189,45464.0,42548.0,43452.0,43152.0,43232.0,43012.0,42408.0,42900.0,43568.0,42996.0,43328.0,43440.0,42932.0,43596.0,43940.0,42916.0,43916.0,40532.0,43608.0,43780.0,43616.0,43836.0,43748.0,43984.0,46324.0,43636.0,43952.0,43764.0,44312.0,43532.0,43312.0,42432.0,42936.0,43852.0,43336.0,44028.0,43784.0,43608.0,43828.0,43384.0,44920.0,43568.0,42920.0,45024.0,43176.0,43488.0,43232.0,44564.0,46268.0,42872.0,42436.0,46124.0,42660.0,43204.0,44412.0,43312.0,43108.0,43056.0,42812.0,43200.0,43180.0,43264.0,43072.0,42724.0,43904.0,43572.0,42676.0,43256.0,43368.0,43496.0,43384.0,44076.0,43396.0,43040.0,42616.0,43172.0,44876.0,45260.0,45416.0,46016.0,45756.0,45596.0,45816.0,45960.0,45420.0,45256.0,44804.0,44992.0,45916.0,45692.0,45164.0,45560.0,45520.0,44572.0,44608.0,46020.0,45468.0,45908.0,45940.0,45852.0,45348.0,45388.0,45624.0,45560.0,45168.0,45140.0,45628.0,45156.0,45228.0,45548.0,45520.0,44268.0,43228.0,43472.0,44364.0,43792.0,43152.0,43508.0,44188.0,43776.0,43884.0,43424.0,43624.0,44140.0,43760.0,43240.0,43896.0,44020.0,43888.0,43040.0,43120.0,44532.0,44064.0,43092.0,43832.0,43276.0,43144.0,43272.0,43276.0,44180.0
190,45480.0,42560.0,43460.0,43160.0,43248.0,43012.0,42424.0,42912.0,43584.0,43008.0,43336.0,43452.0,42932.0,43608.0,43956.0,42932.0,43924.0,40532.0,43616.0,43780.0,43624.0,43848.0,43760.0,44000.0,46324.0,43636.0,43960.0,43772.0,44312.0,43532.0,43320.0,42448.0,42952.0,43872.0,43344.0,44044.0,43784.0,43616.0,43844.0,43384.0,44928.0,43576.0,42944.0,45036.0,43184.0,43504.0,43232.0,44572.0,46276.0,42880.0,42436.0,46132.0,42672.0,43224.0,44412.0,43324.0,43120.0,43056.0,42824.0,43216.0,43180.0,43280.0,43080.0,42724.0,43920.0,43580.0,42676.0,43272.0,43392.0,43504.0,43400.0,44084.0,43404.0,43048.0,42628.0,43172.0,44888.0,45268.0,45436.0,46024.0,45764.0,45604.0,45832.0,45968.0,45432.0,45268.0,44812.0,45000.0,45924.0,45692.0,45164.0,45580.0,45520.0,44592.0,44616.0,46028.0,45484.0,45916.0,45948.0,45864.0,45356.0,45396.0,45640.0,45572.0,45168.0,45148.0,45636.0,45172.0,45248.0,45556.0,45528.0,44268.0,43236.0,43480.0,44372.0,43800.0,43168.0,43516.0,44196.0,43792.0,43900.0,43424.0,43636.0,44148.0,43760.0,43248.0,43904.0,44028.0,43896.0,43056.0,43140.0,44532.0,44076.0,43092.0,43840.0,43284.0,43152.0,43280.0,43284.0,44180.0
191,45488.0,42568.0,43468.0,43168.0,43248.0,43028.0,42424.0,42920.0,43596.0,43008.0,43348.0,43472.0,42952.0,43608.0,43956.0,42940.0,43936.0,40552.0,43628.0,43796.0,43636.0,43868.0,43772.0,44012.0,46344.0,43652.0,43972.0,43792.0,44312.0,43548.0,43328.0,42460.0,42964.0,43872.0,43352.0,44044.0,43792.0,43628.0,43852.0,43400.0,44928.0,43588.0,42944.0,45052.0,43196.0,43504.0,43252.0,44584.0,46276.0,42888.0,42456.0,46140.0,42684.0,43224.0,44428.0,43324.0,43128.0,43068.0,42836.0,43228.0,43200.0,43280.0,43092.0,42740.0,43920.0,43592.0,42696.0,43284.0,43400.0,43516.0,43412.0,44084.0,43404.0,43048.0,42628.0,43188.0,44900.0,45276.0,45444.0,46040.0,45764.0,45616.0,45844.0,45968.0,45440.0,45276.0,44824.0,45012.0,45936.0,45708.0,45180.0,45592.0,45540.0,44592.0,44628.0,46040.0,45484.0,45924.0,45948.0,45864.0,45368.0,45396.0,45640.0,45580.0,45184.0,45148.0,45636.0,45180.0,45248.0,45564.0,45540.0,44284.0,43236.0,43492.0,44384.0,43812.0,43180.0,43528.0,44216.0,43792.0,43912.0,43436.0,43652.0,44160.0,43776.0,43260.0,43916.0,44028.0,43904.0,43068.0,43152.0,44548.0,44092.0,43112.0,43852.0,43296.0,43164.0,43292.0,43284.0,44200.0
192,45500.0,42568.0,43480.0,43184.0,43260.0,43036.0,42444.0,42928.0,43596.0,43024.0,43348.0,43480.0,42952.0,43628.0,43976.0,42940.0,43944.0,40560.0,43636.0,43808.0,43636.0,43868.0,43772.0,44012.0,46344.0,43664.0,43980.0,43792.0,44336.0,43560.0,43328.0,42460.0,42964.0,43896.0,43364.0,44064.0,43812.0,43628.0,43852.0,43400.0,44948.0,43596.0,42956.0,45052.0,43196.0,43524.0,43252.0,44592.0,46296.0,42900.0,42456.0,46152.0,42692.0,43240.0,44428.0,43340.0,43140.0,43080.0,42844.0,43236.0,43208.0,43296.0,43100.0,42752.0,43940.0,43592.0,42696.0,43296.0,43400.0,43524.0,43412.0,44104.0,43424.0,43068.0,42644.0,43200.0,44908.0,45288.0,45456.0,46048.0,45784.0,45624.0,45852.0,45988.0,45448.0,45276.0,44832.0,45020.0,45936.0,45720.0,45192.0,45592.0,45540.0,44608.0,44628.0,46048.0,45504.0,45936.0,45968.0,45876.0,45380.0,45416.0,45660.0,45588.0,45184.0,45160.0,45656.0,45180.0,45260.0,45576.0,45548.0,44296.0,43256.0,43500.0,44384.0,43820.0,43180.0,43540.0,44224.0,43812.0,43916.0,43452.0,43652.0,44160.0,43776.0,43268.0,43924.0,44048.0,43912.0,43076.0,43160.0,44560.0,44092.0,43120.0,43860.0,43304.0,43176.0,43300.0,43308.0,44200.0
193,45508.0,42588.0,43480.0,43184.0,43292.0,43052.0,42464.0,42944.0,43612.0,43052.0,43368.0,43488.0,42972.0,43628.0,43976.0,42960.0,43972.0,40560.0,43640.0,43808.0,43652.0,43876.0,43792.0,44032.0,46360.0,43664.0,43988.0,43816.0,44348.0,43560.0,43340.0,42476.0,42980.0,43912.0,43372.0,44064.0,43820.0,43636.0,43876.0,43412.0,44948.0,43604.0,42968.0,45072.0,43216.0,43524.0,43268.0,44592.0,46296.0,42908.0,42464.0,46160.0,42700.0,43252.0,44448.0,43376.0,43148.0,43088.0,42852.0,43236.0,43220.0,43304.0,43112.0,42760.0,43940.0,43608.0,42732.0,43296.0,43412.0,43532.0,43428.0,44104.0,43432.0,43068.0,42656.0,43200.0,44916.0,45296.0,45456.0,46060.0,45792.0,45632.0,45864.0,46020.0,45460.0,45288.0,44832.0,45020.0,45956.0,45720.0,45200.0,45608.0,45556.0,44608.0,44644.0,46056.0,45512.0,45944.0,45968.0,45884.0,45388.0,45424.0,45672.0,45600.0,45196.0,45168.0,45656.0,45200.0,45276.0,45576.0,45556.0,44296.0,43264.0,43508.0,44400.0,43828.0,43196.0,43548.0,44232.0,43820.0,43948.0,43452.0,43664.0,44176.0,43796.0,43276.0,43932.0,44056.0,43924.0,43084.0,43168.0,44560.0,44108.0,43128.0,43868.0,43312.0,43184.0,43316.0,43308.0,44220.0
194,45536.0,42596.0,43512.0,43212.0,43292.0,43052.0,42472.0,42948.0,43612.0,43044.0,43368.0,43488.0,42984.0,43644.0,44000.0,42988.0,43964.0,40604.0,43656.0,43848.0,43660.0,43896.0,43812.0,44032.0,46396.0,43700.0,44000.0,43824.0,44348.0,43604.0,43360.0,42476.0,42992.0,43912.0,43404.0,44084.0,43820.0,43644.0,43876.0,43428.0,44992.0,43616.0,42980.0,45072.0,43216.0,43544.0,43296.0,44612.0,46324.0,42940.0,42480.0,46188.0,42716.0,43260.0,44456.0,43364.0,43164.0,43112.0,42868.0,43260.0,43220.0,43316.0,43124.0,42760.0,43960.0,43608.0,42732.0,43312.0,43428.0,43548.0,43456.0,44140.0,43448.0,43096.0,42656.0,43220.0,44948.0,45324.0,45476.0,46068.0,45808.0,45660.0,45872.0,46012.0,45468.0,45304.0,44852.0,45040.0,45956.0,45740.0,45208.0,45640.0,45556.0,44620.0,44644.0,46092.0,45532.0,45972.0,45984.0,45892.0,45412.0,45444.0,45700.0,45608.0,45212.0,45176.0,45688.0,45200.0,45292.0,45600.0,45572.0,44328.0,43264.0,43524.0,44400.0,43840.0,43212.0,43560.0,44260.0,43832.0,43940.0,43468.0,43680.0,44208.0,43828.0,43292.0,43948.0,44076.0,43932.0,43084.0,43168.0,44596.0,44108.0,43144.0,43880.0,43312.0,43196.0,43316.0,43348.0,44220.0
195,45528.0,42604.0,43508.0,43212.0,43288.0,43068.0,42472.0,42956.0,43632.0,43052.0,43392.0,43500.0,42992.0,43668.0,44004.0,42980.0,43972.0,40588.0,43664.0,43836.0,43676.0,43896.0,43808.0,44048.0,46380.0,43692.0,44008.0,43824.0,44368.0,43588.0,43360.0,42496.0,42992.0,43932.0,43392.0,44096.0,43836.0,43664.0,43900.0,43440.0,44980.0,43624.0,42980.0,45080.0,43232.0,43552.0,43288.0,44620.0,46324.0,42932.0,42492.0,46180.0,42716.0,43260.0,44472.0,43376.0,43164.0,43108.0,42868.0,43260.0,43244.0,43328.0,43124.0,42784.0,43968.0,43632.0,42736.0,43320.0,43440.0,43552.0,43448.0,44132.0,43452.0,43096.0,42672.0,43228.0,44936.0,45320.0,45484.0,46076.0,45812.0,45656.0,45880.0,46012.0,45476.0,45312.0,44852.0,45040.0,45972.0,45740.0,45220.0,45632.0,45576.0,44628.0,44664.0,46080.0,45540.0,45968.0,46000.0,45908.0,45408.0,45448.0,45692.0,45616.0,45224.0,45192.0,45688.0,45220.0,45292.0,45604.0,45580.0,44324.0,43288.0,43532.0,44420.0,43848.0,43220.0,43568.0,44256.0,43844.0,43940.0,43480.0,43680.0,44196.0,43820.0,43292.0,43948.0,44080.0,43944.0,43096.0,43180.0,44588.0,44124.0,43148.0,43888.0,43332.0,43204.0,43328.0,43336.0,44240.0
196,45528.0,42612.0,43516.0,43216.0,43300.0,43068.0,42480.0,42964.0,43640.0,43060.0,43400.0,43520.0,43000.0,43676.0,44012.0,42988.0,43980.0,40588.0,43672.0,43836.0,43680.0,43912.0,43816.0,44056.0,46388.0,43692.0,44016.0,43832.0,44380.0,43596.0,43372.0,42496.0,43008.0,43940.0,43400.0,44096.0,43852.0,43664.0,43908.0,43440.0,44988.0,43632.0,42996.0,45088.0,43240.0,43560.0,43288.0,44628.0,46332.0,42940.0,42492.0,46188.0,42728.0,43276.0,44480.0,43376.0,43180.0,43108.0,42884.0,43276.0,43252.0,43340.0,43136.0,42792.0,43976.0,43640.0,42736.0,43328.0,43456.0,43552.0,43456.0,44140.0,43460.0,43116.0,42680.0,43228.0,44936.0,45328.0,45484.0,46084.0,45824.0,45664.0,45880.0,46028.0,45484.0,45324.0,44872.0,45060.0,45980.0,45756.0,45228.0,45632.0,45584.0,44648.0,44672.0,46088.0,45548.0,45976.0,46008.0,45924.0,45416.0,45456.0,45700.0,45628.0,45224.0,45200.0,45700.0,45228.0,45308.0,45612.0,45596.0,44332.0,43288.0,43540.0,44428.0,43856.0,43228.0,43576.0,44256.0,43852.0,43956.0,43480.0,43696.0,44204.0,43820.0,43304.0,43964.0,44088.0,43944.0,43112.0,43196.0,44596.0,44136.0,43148.0,43896.0,43332.0,43212.0,43336.0,43344.0,44244.0
197,45544.0,42620.0,43516.0,43224.0,43300.0,43076.0,42480.0,42964.0,43648.0,43060.0,43408.0,43520.0,43000.0,43676.0,44012.0,42988.0,43988.0,40608.0,43680.0,43852.0,43692.0,43920.0,43824.0,44064.0,46396.0,43708.0,44024.0,43848.0,44380.0,43604.0,43388.0,42512.0,43016.0,43940.0,43400.0,44108.0,43852.0,43680.0,43916.0,43456.0,44988.0,43640.0,42996.0,45104.0,43252.0,43560.0,43304.0,44636.0,46340.0,42948.0,42508.0,46188.0,42736.0,43276.0,44480.0,43396.0,43188.0,43124.0,42892.0,43284.0,43264.0,43340.0,43148.0,42792.0,43976.0,43648.0,42752.0,43336.0,43460.0,43568.0,43464.0,44140.0,43468.0,43116.0,42688.0,43244.0,44952.0,45340.0,45504.0,46092.0,45824.0,45672.0,45896.0,46036.0,45492.0,45324.0,44872.0,45060.0,45988.0,45764.0,45236.0,45648.0,45592.0,44648.0,44680.0,46096.0,45548.0,45984.0,46008.0,45924.0,45424.0,45456.0,45700.0,45628.0,45240.0,45208.0,45700.0,45236.0,45308.0,45620.0,45596.0,44332.0,43304.0,43548.0,44428.0,43864.0,43236.0,43584.0,44272.0,43852.0,43964.0,43488.0,43704.0,44204.0,43836.0,43312.0,43972.0,44088.0,43960.0,43112.0,43204.0,44596.0,44152.0,43168.0,43904.0,43340.0,43220.0,43344.0,43344.0,44256.0
198,45544.0,42628.0,43532.0,43232.0,43312.0,43088.0,42496.0,42976.0,43648.0,43076.0,43416.0,43536.0,43020.0,43684.0,44028.0,43004.0,43996.0,40616.0,43688.0,43860.0,43692.0,43920.0,43832.0,44064.0,46396.0,43720.0,44032.0,43856.0,44392.0,43612.0,43388.0,42512.0,43016.0,43960.0,43416.0,44120.0,43868.0,43680.0,43916.0,43456.0,45004.0,43648.0,43008.0,45104.0,43260.0,43576.0,43312.0,44644.0,46348.0,42956.0,42508.0,46204.0,42744.0,43292.0,44496.0,43396.0,43196.0,43132.0,42900.0,43292.0,43264.0,43352.0,43148.0,42808.0,43992.0,43656.0,42760.0,43344.0,43460.0,43568.0,43464.0,44156.0,43480.0,43132.0,42688.0,43244.0,44960.0,45348.0,45512.0,46100.0,45840.0,45680.0,45908.0,46044.0,45500.0,45332.0,44888.0,45080.0,45996.0,45772.0,45244.0,45648.0,45592.0,44664.0,44680.0,46104.0,45564.0,45992.0,46024.0,45936.0,45432.0,45472.0,45716.0,45644.0,45240.0,45208.0,45716.0,45236.0,45324.0,45628.0,45612.0,44348.0,43312.0,43556.0,44444.0,43872.0,43244.0,43592.0,44280.0,43868.0,43968.0,43504.0,43704.0,44224.0,43836.0,43320.0,43972.0,44104.0,43960.0,43128.0,43212.0,44612.0,44152.0,43176.0,43912.0,43348.0,43228.0,43352.0,43360.0,44268.0
